Autor,Título,Área do Conhecimento,Tipo Documento,Unidade,Ano,Link
"Miranda, Társis Galvão dos Santos",O risco nos contratos de concessão de serviço público,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2016,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-16052017-152013/?&lang=br
"Mizumukai, Enzo Yosiro Takahashi",Tributação sobre a renda da pessoa jurídica no setor imobiliário,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2013,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-30012014-113239/?&lang=br
"Monte-Serrat, Daniela Motta",INTERVENÇÃO DO ESTADO NA ECONOMIA  A PARTICIPAÇÃO ACIONÁRIA DO BNDES E DOS FUNDOS...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2013,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-01082013-085559/?&lang=br
"Morais, Cesar Andre Machado de",Economia do compartilhamento e a política nacional de mobilidade urbana: compatibilidades...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2017,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-22112018-114255/?&lang=br
"Morais, Luis Augusto Teixeira",Antecipação da tutela por abuso de direito de defesa ou manifesto propósito protelatório...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2016,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-22052017-145113/?&lang=br
"Morandini, Octávio Sandoval",Investigação sobre o Justo Natural no Livro V da Ética a Nicômaco,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2015,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-06092016-122759/?&lang=br
"Morata, Lucas Pereira",Direito das águas: conflitos socioambientais e repercussões na jurisprudência do...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2016,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-22052017-160249/?&lang=br
"Morau, Caio Chaves","Formação e desconstituição do vínculo matrimonial à luz dos direitos canônico, francês...",Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2014,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-14052015-133638/?&lang=br
"Moreira, Mario Thiago",A noção de enriquecimento sem causa e sua aplicabilidade no ordenamento jurídico...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2013,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-18092013-164237/?&lang=br
"Moreira, Vinicius Bueno Oliveira",A UTILIDADE DE UMA POSSÍVEL LEI DE REGULAÇÃO DOS ÓRGÃOS MIDIÁTICOS,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2016,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-16052017-150141/?&lang=br
"Moyses, Juliana Fontana","Análise comparativa de ações de enfrentamento à violência contra as mulheres, no...",Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2015,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-05092016-082949/?&lang=br
"Muradian, Milena",Responsabilidade pelo fato do serviço no Código de Defesa do Consumidor,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2013,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-18122013-112039/?&lang=br
"Nakamura, Thallita Tiemi",Análise crítica acerca da admissibilidade e valoração do depoimento policial como...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2016,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-16052017-152610/?&lang=br
"Nakasawa, Thaís Lie Enomoto",A recuperação extrajudicial: instituto jurídico adequado à recuperação da empres...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2013,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-31012014-095219/?&lang=br
"Nascimento, Daniel Elias do",O equilíbrio contratual no contrato de franquia,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2013,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-28112013-083146/?&lang=br
"Navarro, André de Oliveira",Análise do atual modelo proibitivo: a legalização como novo modelo,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2013,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-27112013-145130/?&lang=br
"Negrão, Thaís Zeri",Sistematização das tutelas de urgência no direito processual civil brasileiro: a...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2015,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-14092016-114032/?&lang=br
"Nogueira, Beatriz Carvalho",Violência obstétrica: análise das decisões proferidas pelos tribunais de justiça...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2015,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-26082016-101211/?&lang=br
"Oliveira, André Dib de",Assédio moral na relação de emprego,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2014,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-11052015-151330/?&lang=br
"Oliveira, Danilo Luís Garcia de",Reflexos sócio-políticos na justiça desportiva: análise das decisões dos tribunais...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2017,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-22112018-120305/?&lang=br
"Oliveira, Fernando Antônio",Da astreinte e questões relacionadas ao instituto,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2014,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-26052015-201302/?&lang=br
"Oliveira, Jorge Falcão Marques de",A aplicabilidade do princípio da insignificância nos crimes tributários federais...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2014,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-29052015-151127/?&lang=br
"Oliveira, Lívia Freitas Guimarães",Parceira público-privada no sistema penitenciário brasileiro,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2013,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-30012014-161303/?&lang=br
"Olivetti, Caroline Pereira",Formas de prestação de serviços de saúde: prestação direta e saúde complementar,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2014,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-14052015-140028/?&lang=br
"Paleckis, Bianca Pagliuso","Prisão Cautelar, Medidas Cautelares Diversas da Prisão e Liberdade Provisória na...",Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2014,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-11052015-203629/?&lang=br
"Parreira Neto, Manoel Martins",A regulação internacional do uso da força pós- 1945 e o princípio da responsabilidade...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2016,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-22052017-143730/?&lang=br
"Paula, José Arnaldo Godoy Costa de",O Monopólio Comercial em Mega-Eventos: a Construção do Sentido Jurídico do Marketing...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2014,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-29052015-172935/?&lang=br
"Paulon, Nilson Henrique Bega",Invalidades tributáveis,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2015,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-05092016-162547/?&lang=br
"Pedro, Jéssica",As políticas públicas de trabalho e renda e as micros e pequenas empresas no Bra...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2014,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-29052015-142539/?&lang=br
"Pereira, Felipe André",O Controle Judicial Sobre a Representatividade Adequada do Legitimado no Processo...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2014,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-26052015-200540/?&lang=br
"Peressim, Danilo",ISS fixo para sociedades uniprofissionais e o Simples Nacional,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2015,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-31082016-125322/?&lang=br
"Pinto, João Otávio Torelli",A responsabilização criminal da pessoa jurídica é um mecanismo adequado e eficaz...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2013,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-10122013-084940/?&lang=br
"Pinto, Pedro Alexandre Artem Diniz Campos Mello Martins",A contribuição para o desenvolvimento do país que recebe o investimento como requisito...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2015,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-06092016-132002/?&lang=br
"Pires, Fernanda Zabian",A não caracterização de sucessão trabalhista na terceirização: prejuízos aos direitos...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2016,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-23052017-172411/?&lang=br
"Pivatto, Bruno Tauil",Comentários à súmula nº 277 do TST  A ultratividade das cláusulas normativas de...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2014,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-13052015-141335/?&lang=br
"Pozini, José Antônio Morando Alves Peixoto",A defesa do meio ambiente através de políticas públicas indutoras do desenvolvimento...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2015,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-02092016-115730/?&lang=br
"Primon, Ana Gabriela de Melo",O papel dos métodos alternativos de solução de conflitos e o acesso à justiça efetiva:...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2013,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-27112013-101531/?&lang=br
"Rabeh, Nasser Nasbine",Soluções pacíficas de controvérsias internacionais e o estudo da paz: a questão do...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2015,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-05092016-154757/?&lang=br
"Rego, Ana Paula Klemp",Lei complementar nº 140/11: inovações em relação ao processo administrativo ambiental...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2013,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-27112013-143011/?&lang=br
"Rego, Nycole Sofia Teixeira",Aplicação da equidade na arbitragem de contratos empresariais,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2014,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-10062015-150854/?&lang=br
"Rego, Victor",Eficiência no SUS como alternativa à judicialização das políticas públicas de saúde:...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2013,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-20122013-094059/?&lang=br
"Rocha, Paschoal Silvares Baptista Gomes da",Religião e liberdade religiosa: uma análise da liberdade do indivíduo e do papel...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2014,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-10062015-154303/?&lang=br
"Rodarte, Juliana Galhardo",O significado de ressocialização na sociedade contemporânea,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2014,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-01062015-141507/?&lang=br
"Rodrigues, Heloísa Barbosa Pinheiro","Prostituição em Espanha: a problemática legalização ""versus"" abolição da atividade...",Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2013,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-09122013-092928/?&lang=br
"Rodrigues, Lidiane Burgo",A Atuação do Poder Judiciário diante da Discriminação Positiva da Pessoa com Deficiência...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2014,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-01062015-144731/?&lang=br
"Rosa, Daniel Alves da Silva",Regimes de exploração e produção de petróleo e gás natural no Brasil: do Estado nacionalista...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2016,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-23052017-185103/?&lang=br
"Rosa, Leonardo Henrique Domingos","Estatuto da Metrópole: avanços, limites e desafios na gestão metropolitana brasileira...",Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2016,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-22052017-204206/?&lang=br
"Rosim, Danielle Zoega",O instituto da desapropriação à luz da função social da propriedade rural,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2013,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-30012014-102612/?&lang=br
"Rubim, Thiago Freitas","Delimitação do sentido normativo dos princípios da universalidade, integralidade...",Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2013,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-20122013-092833/?&lang=br
"Sabbag, Alessandra Pela",Controle de convencionalidade e diálogo de cortes: alternativas para a solução de...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2014,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-29042015-155802/?&lang=br
"Saidel, Gabriel Varaldo",O acordo de leniência da Lei nº 12.846/2013,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2015,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-01092016-120007/?&lang=br
"Sales, Eduardo Prigenzi Moura",A aplicabilidade do direito estrangeiro nas relações internacionais de consumo pelo...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2014,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-26052015-195817/?&lang=br
"Salgado, Mateus Santos",A dicotomia existente da adoção das travas bancárias no direito concursal Bras...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2015,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-05092016-124953/?&lang=br
"Salles, Ricardo de Padua",Controle preventivo de constitucionalidade das normas: análise de caso prático,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2013,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-18122013-150606/?&lang=br
"Salvador, Vivian Ferraz de Arruda",A coisa julgada em face de superveniente decisão judicial de inconstitucionalidade...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2014,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-26062015-142936/?&lang=br
"Santos, Gabriela Silveira Bueno dos",Dos tratados internacionais e sua incorporação no direito interno: análise jurisprudencial...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2017,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-22112018-143836/?&lang=br
"Santos, Monique Soares dos",Mecanismos penais de prevenção às formas de diversificação do financiamento do terrorismo...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2014,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-10062015-141046/?&lang=br
"Sartori, Carina",Da natureza jurídica do fomento comercial (factoring) ao controle do COAF,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2014,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-14052015-134904/?&lang=br
"Scherma, Melina Alonso",PRINCÍPIOS DO DEVIDO PROCESSO DE EXECUÇÃO PENAL,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2013,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-27082013-140356/?&lang=br
"Silva, André Luiz Gardinal",Tutela jurisdicional coletiva brasileira e a execução de direitos individuais ho...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2014,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-11052015-165949/?&lang=br
"Silva, Breno Fraga Miranda e",A análise das políticas implementadas no Brasil entre 2002-2012 concernentes à proteção...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2013,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-28112013-080931/?&lang=br
"Silva, Bruna de Castro e",Análise do cumprimento das medidas socioeducativas privativas de liberdade e da sua...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2014,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-12052015-200252/?&lang=br
"Silva, Guilherme Garcia",O abuso das situações jurídicas processuais,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2014,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-27052015-143504/?&lang=br
"Silva, Isabella Karollina da",Licitação de fomento à luz da Lei 13.019/2014,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2016,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-23052017-170454/?&lang=br
"Silva, Lígia Covre da",A concessão de efeito positivo ao silêncio do poder público: polêmica e implicaç...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2015,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-05092016-104556/?&lang=br
"Silva, Marco Felipe de Paula Alencar da",Terceirização lícita e ilícita,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2014,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-09062015-172155/?&lang=br
"Silva, Maria Fernanda Dias da",O princípio da proporcionalidade e a decretação da prisão preventiva aos acusados...,Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2015,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-05092016-115102/?&lang=br
"Silva, Paulinne Yoshie Ishikawa Virgolino da","Exclusiva proteção de bens jurídicos, sob a ótica da subsidiariedade do direito ...",Direito - Direito,TCC,Faculdade de Direito de Ribeirão Preto,2013,http://www.tcc.sc.usp.br/tce/disponiveis/89/890010/tce-18122013-143103/?&lang=br
